UF,ref_city,ref_prefix_i,ref_prefix_f,ref_latitude,ref_longiitude,ref_state
ba,marau,45520,45529,"-14,10553067","-39,02495176",bahia
ba,marcionilio souza,46780,46789,"-13,00351037","-40,53452999",bahia
ba,mascote,45870,45879,"-15,56598803","-39,30240045",bahia
ba,mata de sao joao,48280,48289,"-12,52997079","-38,29729932",bahia
ba,matina,46480,46489,"-13,91263601","-42,84293244",bahia
ba,medeiros neto,45960,45969,"-17,37040948","-40,22017421",bahia
ba,miguel calmon,44720,44729,"-11,42834421","-40,59606961",bahia
ba,milagres,45315,45319,"-12,87057492","-39,8591271",bahia
ba,mirangaba,44745,44749,"-10,95611728","-40,5747927",bahia
ba,mirante,45255,45255,"-14,23981792","-40,7735666",bahia
ba,chorrocho,48660,48679,"-8,975477804","-39,10237008",bahia
ba,cicero dantas,48410,48414,"-10,59217153","-38,38341913",bahia
ba,cipo,48450,48454,"-11,10114356","-38,5171294",bahia
ba,coaraci,45638,45639,"-14,6368142","-39,55230426",bahia
ba,cocos,47680,47689,"-14,17107755","-44,54566886",bahia
ba,conceicao da feira,44320,44329,"-12,50399191","-38,9997808",bahia
ba,conceicao do almeida,44540,44549,"-12,77802032","-39,17094645",bahia
ba,conceicao do coite,48730,48749,"-11,56182585","-39,28168418",bahia
ba,conceicao do jacuipe,44245,44249,"-12,32294646","-38,76367372",bahia
ba,conde,48300,48309,"-11,81343176","-37,60697798",bahia
ba,condeuba,46200,46204,"-14,89041036","-41,97080954",bahia
ba,contendas do sincora,46620,46639,"-13,75549683","-41,04631806",bahia
ba,coracao de maria,44250,44254,"-12,24792101","-38,75051655",bahia
ba,cordeiros,46280,46289,"-15,03723411","-41,93573391",bahia
ba,coribe,47690,47699,"-13,82784161","-44,45303643",bahia
ba,coronel joao sa,48590,48599,"-10,2793954","-37,93296434",bahia
ba,correntina,47650,47654,"-13,34177182","-44,6410867",bahia
ba,cotegipe,47900,47939,"-12,02859738","-44,25247614",bahia
ba,cotegipe,47900,47903,"-12,02859738","-44,25247614",bahia
ba,cravolandia,45330,45339,"-13,36262306","-39,81271175",bahia
ba,crisopolis,48480,48484,"-11,51778992","-38,15171582",bahia
ba,cristopolis,47950,47959,"-12,23145081","-44,4118419",bahia
ba,cruz das almas,44380,44399,"-12,66378621","-39,10073614",bahia
ba,curaca,48930,48949,"-8,989032118","-39,90808102",bahia
ba,dario meira,45590,45599,"-14,43504744","-39,90246565",bahia
ba,dias davila,42850,43699,,,
ba,dom basilio,46165,46169,"-13,76332655","-41,77087758",bahia
ba,dom macedo costa,44560,44564,"-12,91148926","-39,18809417",bahia
ba,elisio medrado,45305,45309,"-12,94332584","-39,52048556",bahia
ba,encruzilhada,45150,45154,"-15,53458018","-40,90912075",bahia
ba,entre rios,48180,48279,"-11,93726137","-38,07877702",bahia
ba,erico cardoso,46180,46189,"-13,4223478","-42,13616373",bahia
ba,esplanada,48370,48389,"-11,7994095","-37,94498147",bahia
ba,euclides da cunha,48500,48519,"-10,50581806","-39,01424873",bahia
ba,eunapolis,45820,45833,"-16,37516723","-39,58417194",bahia
ba,eunapolis,45820,45831,"-16,37516723","-39,58417194",bahia
ba,fatima,48415,48419,"-10,60017021","-38,20867478",bahia
ba,feira da mata,46446,46449,"-14,21056451","-44,28346394",bahia
ba,feira de santana,44000,44149,"-12,22928425","-38,9600331",bahia
ba,feira de santana,44000,44099,"-12,22928425","-38,9600331",bahia
ba,filadelfia,44775,44779,"-10,73846411","-40,13782688",bahia
ba,firmino alves,45720,45724,"-14,98493538","-39,92144176",bahia
ba,floresta azul,45740,45744,"-14,8627984","-39,65652359",bahia
ba,formosa do rio preto,47990,47999,"-11,04703249","-45,19099091",bahia
ba,gandu,45450,45451,"-13,74378079","-39,48632408",bahia
ba,gaviao,44650,44654,"-11,47089546","-39,78611293",bahia
ba,gentio do ouro,47450,47499,"-11,42753131","-42,50474239",bahia
ba,gentio do ouro,47450,47453,"-11,42753131","-42,50474239",bahia
ba,gloria,48620,48629,"-9,340173184","-38,25927323",bahia
ba,gongogi,45540,45544,"-14,3237133","-39,46723965",bahia
ba,governador mangabeira,44350,44359,"-12,60155384","-39,03402361",bahia
ba,guajeru,46205,46219,"-14,54696227","-41,93714817",bahia
ba,guanambi,46430,46437,"-14,22531503","-42,77856197",bahia
ba,guaratinga,45840,45847,"-16,58121604","-39,78128447",bahia
ba,heliopolis,48445,48449,"-10,67529879","-38,28023304",bahia
ba,iacu,46860,46874,"-12,76913779","-40,21336523",bahia
ba,ibiassuce,46390,46399,"-14,27670253","-42,25577435",bahia
ba,ibicarai,45745,45749,"-14,86576314","-39,5915412",bahia
ba,ibicoara,46760,46764,"-13,42632721","-41,27206581",bahia
ba,ibicui,45290,45299,"-14,84309037","-39,98983211",bahia
ba,ibipeba,44970,44989,"-11,63752644","-42,01124844",bahia
ba,ibipitanga,46540,46549,"-12,87910615","-42,49122874",bahia
ba,ibiquera,46840,46849,"-12,64992861","-40,935421",bahia
ba,ibirapitanga,45500,45519,"-14,1650325","-39,37446653",bahia
ba,ibirapua,45940,45949,"-17,68419714","-40,10630941",bahia
ba,ibirataia,45580,45584,"-14,06726908","-39,64091889",bahia
ba,ibitiara,46700,46729,"-12,6455137","-42,21329432",bahia
ba,ibitita,44960,44969,"-11,55277072","-41,97515215",bahia
ba,ibotirama,47520,47529,"-12,18401357","-43,21869626",bahia
ba,ichu,48725,48729,"-11,75524987","-39,18871631",bahia
ba,igapora,46490,46499,"-13,76797648","-42,71787981",bahia
ba,igrapiuna,45443,45444,"-13,82040244","-39,1400808",bahia
ba,iguai,45280,45289,"-14,75796253","-40,09751345",bahia
ba,ilheus,45650,45674,"-14,79332027","-39,04318429",bahia
ba,ilheus,45650,45662,"-14,79332027","-39,04318429",bahia
ba,vereda,45955,45959,"-17,22393406","-40,08448493",bahia
ba,vitoria da conquista,45000,45119,"-14,84800481","-40,83980954",bahia
ba,vitoria da conquista,45000,45099,"-14,84800481","-40,83980954",bahia
ba,wagner,46970,46979,"-12,28425079","-41,16962699",bahia
ba,wagner,46970,46973,"-12,28425079","-41,16962699",bahia
ba,wanderley,47940,47949,"-12,12015031","-43,88892952",bahia
ba,wenceslau guimaraes,45460,45464,"-13,68858775","-39,4796708",bahia
ba,xique-xique,47400,47439,"-10,82497442","-42,725508",bahia
ba,xique-xique,47400,47405,"-10,82497442","-42,725508",bahia
ce,abaiara,63240,63249,"-7,356976596","-39,04754664",ceara
ce,acarape,62785,62789,"-4,223138409","-38,70562377",ceara
ce,acarau,62580,62589,"-2,88531054","-40,11824147",ceara
ce,acopiara,63560,63569,"-6,092761995","-39,45570528",ceara
ce,aiuaba,63575,63579,"-6,56329844","-40,12316008",ceara
ce,alcantaras,62120,62129,"-3,586983769","-40,54463812",ceara
ce,altaneira,63195,63199,"-6,997498351","-39,74582064",ceara
ce,alto santo,62970,62979,"-5,52208174","-38,27277815",ceara
ce,amontada,62540,62549,"-3,364877803","-39,82882279",ceara
ce,antonina do norte,63570,63574,"-6,779687847","-39,98238684",ceara
ce,apuiares,62630,62639,"-3,948018519","-39,43042278",ceara
ce,aquiraz,61700,61759,"-3,9061945","-38,38980296",ceara
ce,aracati,62800,62809,"-4,56706647","-37,7727526",ceara
ce,aracati,62800,62806,"-4,56706647","-37,7727526",ceara
ce,aracoiaba,62750,62754,"-4,370393807","-38,80944097",ceara
ce,ararenda,62210,62214,"-4,751938272","-40,83109673",ceara
ba,monte santo,48800,48829,"-10,44015774","-39,33270595",bahia
ba,morpara,47580,47589,"-11,55804254","-43,27791341",bahia
ba,morpara,47580,47583,"-11,55804254","-43,27791341",bahia
ba,morro do chapeu,44850,44859,"-11,55012611","-41,15909651",bahia
ba,mortugaba,46290,46299,"-15,01640729","-42,38044892",bahia
ba,mucuge,46750,46759,"-13,0038942","-41,37321301",bahia
ba,mucuri,45930,45939,"-18,08853974","-39,54754589",bahia
ba,mulungu do morro,44885,44889,"-11,96722002","-41,64380001",bahia
ba,mundo novo,44800,44819,"-11,86472275","-40,47149815",bahia
ba,muniz ferreira,44575,44579,"-12,9973037","-39,1129817",bahia
ba,muquem de sao francisco,47115,47119,"-12,06826126","-43,55185992",bahia
ba,muritiba,44340,44344,"-12,62337244","-38,98868882",bahia
ba,mutuipe,45480,45489,"-13,22937332","-39,50416385",bahia
ba,nazare,44400,44419,"-13,03514822","-39,01062258",bahia
ba,nilo pecanha,45440,45442,"-13,60449442","-39,11298551",bahia
ba,nordestina,48870,48879,"-10,83205352","-39,42913085",bahia
ba,nova canaa,45270,45279,"-14,79359809","-40,14517465",bahia
ba,nova fatima,44642,44644,"-11,60839839","-39,63221709",bahia
ba,nova ibia,45452,45454,"-13,80990737","-39,62568605",bahia
ba,nova itarana,45390,45399,"-13,03304989","-40,06924973",bahia
ba,nova redencao,46835,46839,"-12,81886757","-41,06885951",bahia
ba,nova redencao,46835,46837,"-12,81886757","-41,06885951",bahia
ba,nova soure,48460,48469,"-11,2380082","-38,48461393",bahia
ba,nova vicosa,45920,45929,"-17,89339178","-39,37201154",bahia
ba,novo horizonte,46730,46739,"-12,80199736","-42,16778845",bahia
ba,novo triunfo,48455,48459,"-10,34201823","-38,41558135",bahia
ba,olindina,48470,48474,"-11,35830614","-38,3310802",bahia
ba,oliveira dos brejinhos,47530,47559,"-12,32058895","-42,89701977",bahia
ba,ouricangas,48150,48169,"-12,00685192","-38,62841677",bahia
ba,ourolandia,44718,44719,"-10,96461765","-41,08181173",bahia
ba,palmas de monte alto,46460,46469,"-14,25735099","-43,17051213",bahia
ba,palmeiras,46930,46959,"-12,5100711","-41,57733693",bahia
ba,palmeiras,46930,46933,"-12,5100711","-41,57733693",bahia
ba,paramirim,46190,46199,"-13,44242666","-42,24064878",bahia
ba,paratinga,47500,47519,"-12,69069712","-43,18202508",bahia
ba,paripiranga,48430,48434,"-10,67599231","-37,8704477",bahia
ba,pau brasil,45890,45899,"-15,46361882","-39,64878204",bahia
ba,paulo afonso,48600,48619,"-9,403331697","-38,21832897",bahia
ba,pe de serra,44655,44659,"-11,83117931","-39,60942533",bahia
ba,pedrao,48140,48149,"-12,1435872","-38,64900142",bahia
ba,pedro alexandre,48580,48589,"-10,01007158","-37,89926158",bahia
ba,piata,46765,46769,"-13,16445687","-41,77062304",bahia
ba,pilao arcado,47240,47299,"-9,997771056","-42,48475676",bahia
ba,pindai,46360,46379,"-14,48998754","-42,68703332",bahia
ba,pindobacu,44770,44774,"-10,73420661","-40,35715919",bahia
ba,pindobacu,44770,44772,"-10,73420661","-40,35715919",bahia
ba,pintadas,44610,44619,"-11,80803651","-39,90823863",bahia
ba,pirai do norte,45436,45439,"-13,76122504","-39,37452219",bahia
ba,piripa,46270,46279,"-14,94687091","-41,72486583",bahia
ba,piritiba,44830,44839,"-11,737234","-40,55132771",bahia
ba,planaltino,45375,45389,"-13,25660875","-40,36839736",bahia
ba,planalto,45190,45199,"-14,67016997","-40,48464038",bahia
ba,pocoes,45260,45269,"-14,52232454","-40,36512729",bahia
ba,pocoes,45260,45266,"-14,52232454","-40,36512729",bahia
ba,pojuca,48120,48129,"-12,42926313","-38,32716688",bahia
ba,ponto novo,44755,44769,"-10,86714783","-40,13539285",bahia
ba,porto seguro,45810,45819,"-16,44905618","-39,06211352",bahia
ba,potiragua,45790,45799,"-15,59245631","-39,87566007",bahia
ba,prado,45980,45984,"-17,32956399","-39,22923842",bahia
ba,presidente dutra,44930,44939,"-11,29650407","-41,9909309",bahia
ba,presidente janio quadros,46250,46254,"-14,68539537","-41,68244263",bahia
ba,presidente tancredo neves,45416,45419,"-13,47084177","-39,42405983",bahia
ba,queimadas,48860,48869,"-10,97639053","-39,62640683",bahia
ba,quijingue,48830,48839,"-10,75167233","-39,20660925",bahia
ba,quixabeira,44713,44714,"-11,4086852","-40,12149659",bahia
ba,rafael jambeiro,44520,44529,"-12,40741735","-39,50063568",bahia
ba,remanso,47200,47219,"-9,623906789","-42,07966754",bahia
ba,retirolandia,48750,48759,"-11,48966698","-39,42417779",bahia
ba,riachao das neves,47970,47989,"-11,74624753","-44,91646977",bahia
ba,riachao do jacuipe,44640,44641,"-11,80597903","-39,38303549",bahia
ba,riacho de santana,46470,46479,"-13,60658814","-42,93834712",bahia
ba,ribeira do amparo,48440,48444,"-11,03915828","-38,43055387",bahia
ba,ribeira do pombal,48400,48404,"-10,83627807","-38,53609879",bahia
ba,ribeirao do largo,45155,45156,"-15,46405963","-40,74385976",bahia
ba,rio de contas,46170,46179,"-13,58860779","-41,81879056",bahia
ba,rio do antonio,46220,46249,"-14,40850965","-42,07505534",bahia
ba,rio do pires,46550,46569,"-13,11866314","-42,28787775",bahia
ba,rio real,48330,48349,"-11,48493543","-37,93357778",bahia
ba,rodelas,48630,48649,"-8,844996534","-38,772309",bahia
ba,ruy barbosa,46800,46804,"-12,28931696","-40,50037123",bahia
ba,salinas da margarida,44450,44459,"-12,87799705","-38,75794395",bahia
ba,salvador,40000,42599,"-13,01477191","-38,48806148",bahia
ba,santa barbara,44150,44159,"-11,95690283","-38,96613901",bahia
ba,santa brigida,48570,48579,"-9,73189096","-38,12781837",bahia
ba,santa cruz cabralia,45807,45809,"-16,33809658","-39,01318258",bahia
ba,santa cruz da vitoria,45725,45729,"-14,96007831","-39,81183597",bahia
ba,santa ines,45320,45324,"-13,29868722","-39,82760533",bahia
ba,santa luzia,45865,45869,"-15,43278798","-39,33249343",bahia
ba,santa maria da vitoria,47640,47649,"-13,39354525","-44,19830887",bahia
ba,santa rita de cassia,47150,47159,"-11,00804507","-44,51904972",bahia
ba,santa teresinha,44590,44599,"-12,77285177","-39,52114006",bahia
ba,santaluz,48880,48889,"-11,25336003","-39,3773778",bahia
ba,santana,47700,47729,"-12,98075117","-44,0532579",bahia
ba,santana,47700,47704,"-12,98075117","-44,0532579",bahia
ba,santanopolis,44260,44269,"-12,02840689","-38,86716181",bahia
ba,santo amaro,44200,44219,"-12,54914011","-38,70903146",bahia
ba,santo antonio de jesus,44430,44449,"-12,96800777","-39,26113126",bahia
ba,santo antonio de jesus,44430,44447,"-12,96800777","-39,26113126",bahia
ba,santo estevao,44190,44199,"-12,42889323","-39,2531902",bahia
ba,sao desiderio,47820,47829,"-12,36089549","-44,97409624",bahia
ba,sao desiderio,47820,47822,"-12,36089549","-44,97409624",bahia
ba,sao domingos,48895,48899,"-11,46346613","-39,52626477",bahia
ba,sao felipe,44550,44559,"-12,84507822","-39,0840149",bahia
ba,sao felix,44360,44379,"-12,60571325","-38,96871853",bahia
ba,sao felix do coribe,47670,47679,"-13,40421825","-44,19687256",bahia
ba,sao francisco do conde,43900,43999,"-12,6299828","-38,67579805",bahia
ba,sao gabriel,44915,44919,"-11,22670733","-41,8742692",bahia
ba,sao goncalo dos campos,44330,44339,"-12,4303098","-38,94977243",bahia
ba,sao jose da vitoria,45620,45621,"-15,07817821","-39,3389205",bahia
ba,sao jose do jacuipe,44698,44699,"-11,50532609","-40,02365588",bahia
ba,sao miguel das matas,44580,44589,"-13,05173308","-39,45578043",bahia
ba,sao sebastiao do passe,43850,43899,"-12,51272464","-38,49530985",bahia
ba,sapeacu,44530,44539,"-12,73516148","-39,19480844",bahia
ba,satiro dias,48485,48489,"-11,60080905","-38,59135378",bahia
ba,saubara,44220,44229,"-12,73690362","-38,77060683",bahia
ba,saude,44740,44744,"-10,94110517","-40,41855074",bahia
ba,seabra,46900,46929,"-12,41876319","-41,76820124",bahia
ba,sebastiao laranjeiras,46450,46459,"-14,57482239","-42,94411315",bahia
ba,senhor do bonfim,48970,48989,"-10,45677149","-40,18998454",bahia
ba,sento se,47350,47399,"-9,740379805","-41,89099692",bahia
ba,serra do ramalho,47630,47639,"-13,56446599","-43,58073074",bahia
ba,serra do ramalho,47630,47634,"-13,56446599","-43,58073074",bahia
ba,serra dourada,47740,47749,"-12,76259474","-43,95233726",bahia
ba,serra dourada,47740,47744,"-12,76259474","-43,95233726",bahia
ba,serra preta,44660,44669,"-12,15972683","-39,33250392",bahia
ba,serrinha,48700,48704,"-11,65953172","-39,00813263",bahia
ba,serrolandia,44710,44712,"-11,4160319","-40,29990522",bahia
ba,simoes filho,43700,43799,"-12,78394148","-38,41151919",bahia
ba,simoes filho,43700,43732,"-12,78394148","-38,41151919",bahia
ba,sitio do mato,47610,47629,"-13,08579271","-43,46644117",bahia
ba,sitio do quinto,48565,48569,"-10,36415865","-38,20037088",bahia
ba,sobradinho,48925,48929,"-9,470806638","-40,79159485",bahia
ba,souto soares,46990,47099,"-12,092596","-41,64424839",bahia
ba,tabocas do brejo velho,47760,47799,"-12,70730092","-44,01118907",bahia
ba,tanhacu,46600,46619,"-14,02550806","-41,25433351",bahia
ba,tanque novo,46580,46599,"-13,54656032","-42,49061251",bahia
ba,tanquinho,44160,44179,"-11,97169309","-39,10054717",bahia
ba,taperoa,45430,45434,"-13,53099263","-39,10062225",bahia
ba,tapiramuta,44840,44849,"-11,85234111","-40,78870033",bahia
ba,tapiramuta,44840,44844,"-11,85234111","-40,78870033",bahia
ba,teixeira de freitas,45985,45999,"-17,53774988","-39,74451769",bahia
ba,teixeira de freitas,45985,45996,"-17,53774988","-39,74451769",bahia
ba,teodoro sampaio,44280,44299,"-12,30140716","-38,64192754",bahia
ba,teofilandia,48770,48779,"-11,48292463","-39,00581286",bahia
ba,teolandia,45465,45469,"-13,60110601","-39,48938579",bahia
ba,terra nova,44270,44279,"-12,4030919","-38,62310186",bahia
ba,tremedal,45170,45176,"-14,97247177","-41,40957632",bahia
ba,tucano,48790,48799,"-10,96430017","-38,785948",bahia
ba,uaua,48950,48959,"-9,832654166","-39,48806417",bahia
ba,ubaira,45310,45314,"-13,26808948","-39,66203257",bahia
ba,ubaitaba,45545,45549,"-14,31043637","-39,32254741",bahia
ba,ubata,45550,45559,"-14,21146655","-39,52266779",bahia
ba,uibai,44950,44959,"-11,33811456","-42,13379555",bahia
ba,umburanas,44798,44799,"-10,72927122","-41,33291413",bahia
ba,una,45690,45694,"-15,29420806","-39,07471289",bahia
ba,urandi,46350,46359,"-14,76324218","-42,65899881",bahia
ba,urucuca,45680,45689,"-14,59203545","-39,28380188",bahia
ba,utinga,46810,46819,"-12,08331766","-41,09582885",bahia
ba,valenca,45400,45415,"-13,37034151","-39,07235025",bahia
ba,valente,48890,48894,"-11,41248954","-39,46424607",bahia
ba,valente,48890,48893,"-11,41248954","-39,46424607",bahia
ba,varzea da roca,44635,44639,"-11,59898626","-40,14063708",bahia
ba,varzea do poco,44715,44717,"-11,52397953","-40,3189182",bahia
ba,varzea nova,44690,44694,"-11,2572312","-40,94584593",bahia
ba,varzedo,44565,44569,"-12,97531256","-39,39347583",bahia
ba,vera cruz,44470,44479,"-12,93573333","-38,61915975",bahia
ce,itaicaba,62820,62822,"-4,683404712","-37,82162951",ceara
ce,itaitinga,61880,61889,"-3,970459016","-38,52640515",ceara
ce,itapaje,62600,62609,,,
ce,itapipoca,62500,62529,"-3,4994355","-39,58348158",ceara
ce,itapipoca,62500,62509,"-3,4994355","-39,58348158",ceara
ce,itapiuna,62740,62747,"-4,554740175","-38,92067396",ceara
ce,itarema,62590,62594,"-2,923348","-39,91567775",ceara
ce,itatira,62720,62729,"-4,528922562","-39,61790402",ceara
ce,jaguaretama,63480,63489,"-5,610889563","-38,7625263",ceara
ce,jaguaribara,63490,63499,"-5,457502034","-38,4630973",ceara
ce,jaguaribe,63475,63479,"-5,886459045","-38,62300505",ceara
ce,jaguaruana,62823,62839,"-4,839555168","-37,78239148",ceara
ce,jardim,63290,63299,"-7,585536466","-39,28416446",ceara
ce,jati,63275,63279,"-7,692741595","-39,00513876",ceara
ce,jijoca de jericoacoara,62598,62599,"-2,899682709","-40,4387354",ceara
ce,juazeiro do norte,63000,63089,"-7,210766","-39,31699336",ceara
ce,juazeiro do norte,63000,63079,"-7,210766","-39,31699336",ceara
ce,jucas,63580,63589,"-6,522549273","-39,52677624",ceara
ce,lavras da mangabeira,63300,63309,"-6,754747977","-38,96727505",ceara
ce,limoeiro do norte,62930,62939,"-5,15023902","-38,09909487",ceara
ce,madalena,63860,63869,"-4,852434177","-39,57578868",ceara
ce,maracanau,61900,61939,"-3,876964451","-38,62441865",ceara
ce,maranguape,61940,61999,"-3,89186946","-38,68585125",ceara
ce,maranguape,61940,61949,"-3,89186946","-38,68585125",ceara
ce,marco,62560,62569,"-3,120707025","-40,15164364",ceara
ce,martinopole,62450,62459,"-3,225012227","-40,69935518",ceara
ce,massape,62140,62149,"-3,523870584","-40,34213486",ceara
ce,mauriti,63210,63219,"-7,387398","-38,77279544",ceara
ce,meruoca,62130,62139,"-3,539006662","-40,45088096",ceara
ce,milagres,63250,63259,"-7,310427797","-38,94315677",ceara
ce,milha,63635,63639,"-5,679564101","-39,20357418",ceara
ce,miraima,62530,62539,"-3,568599907","-39,97006488",ceara
ce,missao velha,63200,63209,"-7,243231514","-39,14519771",ceara
